cluster	gene	avg_logFC	p_val	p_val_adj	prop_in_cluster	prop_out_cluster
0	ENSG00000126353.3	0.738567168398571	1.52218331044336e-172	2.85500701706756e-168	0.878	0.297
0	ENSG00000133872.12	0.634569289938121	3.60172461385262e-169	6.75539468574198e-165	0.996	0.916
0	ENSG00000186854.9	0.690723705149369	3.74326897604442e-167	7.02087529146891e-163	0.838	0.265
0	ENSG00000145425.8	0.471328270201019	2.95698993477545e-166	5.54613032166483e-162	1	1
0	ENSG00000138795.8	0.682142657895435	6.02930538834599e-157	1.13085651863817e-152	0.81	0.252
0	ENSG00000081059.18	0.7521773889069	3.4578269892788e-153	6.48550030109131e-149	0.953	0.463
0	ENSG00000182899.13	0.391804227408061	7.02252575405293e-151	1.31714493043017e-146	1	1
0	ENSG00000156482.9	0.416454281048105	8.77702834909422e-151	1.64621943715611e-146	1	1
0	ENSG00000110700.5	0.382816795370249	2.19321878292177e-148	4.11360114924807e-144	1	1
0	ENSG00000144713.11	0.443882815410949	3.12072747622193e-147	5.85323645440185e-143	1	1
0	ENSG00000134419.14	0.421173973347762	1.88342911864195e-144	3.53255965492485e-140	1	1
0	ENSG00000118181.9	0.479202879204049	6.70915670889281e-144	1.25836943231994e-139	1	1
0	ENSG00000109475.15	0.384712953953016	1.53274816669033e-142	2.87482246144437e-138	1	1
0	ENSG00000163682.14	0.421528922420545	1.55395528297691e-141	2.91459852875149e-137	1	1
0	ENSG00000105193.7	0.419020184730555	1.18399085166837e-139	2.22069324138919e-135	1	1
0	ENSG00000122026.9	0.403467013938538	1.71089114484616e-139	3.20894743127346e-135	1	1
0	ENSG00000177954.10	0.485865865055521	5.66233478103251e-139	1.06202751153046e-134	1	1
0	ENSG00000142676.11	0.379584283309209	1.36824496918928e-136	2.56628026421141e-132	1	1
0	ENSG00000167526.12	0.405594905539443	1.97378679579472e-136	3.70203451419257e-132	1	1
0	ENSG00000111716.11	0.650179248417478	1.44804854328848e-133	2.71595984779188e-129	0.999	0.756
0	ENSG00000164587.10	0.380686390396812	1.57382796501862e-132	2.95187173118893e-128	1	1
0	ENSG00000112306.7	0.470457389799255	2.02669073553357e-132	3.80126114356677e-128	1	1
0	ENSG00000108298.8	0.376215137195131	3.32972428683359e-132	6.24523087238508e-128	1	1
0	ENSG00000213741.7	0.470870783307189	4.88245355500279e-131	9.15752988776324e-127	1	1
0	ENSG00000137154.11	0.4326097729326	1.29093303104144e-129	2.42127399302132e-125	1	1
0	ENSG00000143947.11	0.409062388633237	2.97269935347634e-129	5.57559490738022e-125	1	1
0	ENSG00000083845.7	0.461530070883055	9.69496582917356e-129	1.81838779091979e-124	1	1
0	ENSG00000133112.15	0.341418735641625	2.52570288351517e-128	4.73720832832104e-124	1	1
0	ENSG00000186468.11	0.37705366652536	1.44584180782637e-126	2.71182089475913e-122	1	1
0	ENSG00000172809.11	0.398808942188159	2.61990527654199e-126	4.91389433668217e-122	1	1
0	ENSG00000116251.8	0.408866813302829	7.80619385944996e-126	1.46412972027843e-121	1	0.997
0	ENSG00000189283.8	0.548493194546411	1.88700930447632e-125	3.53927465147578e-121	0.649	0.18
0	ENSG00000177600.7	0.354005204320099	6.03655369471834e-125	1.13221601098137e-120	1	1
0	ENSG00000233927.4	0.354201577954259	7.90480987037572e-125	1.48262613928767e-120	1	1
0	ENSG00000171858.16	0.440951211981761	1.94942219408252e-124	3.65633626722117e-120	1	1
0	ENSG00000145592.12	0.363578114818496	1.45539389006802e-123	2.72973678021158e-119	1	1
0	ENSG00000156508.16	0.3267413875086	3.55195426948598e-122	6.6620454278479e-118	1	1
0	ENSG00000173114.11	0.532117838086054	8.71123794490436e-122	1.63387978894626e-117	0.571	0.128
0	ENSG00000181163.12	0.491976243355886	4.68650569574576e-121	8.79001008294075e-117	0.999	0.951
0	ENSG00000122406.11	0.387874642417294	1.93994955315708e-119	3.63856938190142e-115	1	1
0	ENSG00000142937.10	0.371003319706869	2.8450934714045e-117	5.33625731496628e-113	1	1
0	ENSG00000124614.12	0.40174217426156	2.72137928076921e-116	5.10421897901073e-112	1	0.999
0	ENSG00000139193.3	0.533645332027352	4.84371858508152e-116	9.0848785781789e-112	0.86	0.341
0	ENSG00000197728.8	0.392659816739832	3.074690362626e-115	5.76688924414132e-111	1	1
0	ENSG00000114942.12	0.440120850918855	3.78653710480668e-115	7.1020289937754e-111	1	0.996
0	ENSG00000198034.9	0.354747882643136	6.64399501763234e-113	1.24614770550712e-108	1	1
0	ENSG00000162244.9	0.33014818874805	1.01436830199503e-112	1.90254918722187e-108	1	1
0	ENSG00000172005.9	0.563017287348479	1.32272093933033e-112	2.48089539380796e-108	0.707	0.237
0	ENSG00000114391.11	0.319843057682217	5.69506966655655e-111	1.06816726665935e-106	1	1
0	ENSG00000237943.5	0.58354626957944	2.75195599844162e-110	5.1615686706771e-106	0.776	0.311
0	ENSG00000198918.7	0.31013027384423	2.98204057716599e-110	5.59311530653253e-106	1	1
0	ENSG00000142546.12	0.620458947207793	1.17900236435819e-108	2.21133683459023e-104	0.917	0.573
0	ENSG00000198755.9	0.379577708311889	2.19852856078932e-108	4.12356016861645e-104	1	1
0	ENSG00000008988.8	0.38259287417479	1.437526318054e-107	2.69622436214208e-103	1	0.999
0	ENSG00000063177.11	0.330095174417472	8.7075605956045e-107	1.63319006531158e-102	1	1
0	ENSG00000147403.15	0.325772757238906	3.54849905035167e-106	6.6555648188396e-102	1	1
0	ENSG00000100100.11	0.568175751268171	6.11276034716268e-105	1.14650933071383e-100	0.878	0.462
0	ENSG00000234741.6	0.499815555393408	1.23650943541435e-104	2.31919709706315e-100	0.994	0.843
0	ENSG00000198851.8	0.590416162020684	1.98193922706559e-104	3.71732521428423e-100	0.992	0.52
0	ENSG00000130255.11	0.370378790160088	3.39891877043283e-103	6.37501204582382e-99	1	1
0	ENSG00000149273.13	0.367029403553624	6.59237230550395e-103	1.23646534962032e-98	1	1
0	ENSG00000182568.15	0.543689974145468	2.08657935141116e-102	3.91358823150676e-98	0.762	0.352
0	ENSG00000100316.14	0.373392748357593	2.93663391392458e-102	5.50795056895695e-98	1	0.999
0	ENSG00000147604.12	0.316006723348629	1.48457081944329e-101	2.78446102894784e-97	1	0.999
0	ENSG00000188846.12	0.350061965955081	1.77121379695498e-101	3.32208859756877e-97	1	1
0	ENSG00000197756.8	0.307613092780191	1.94863630820722e-100	3.65486225967346e-96	1	1
0	ENSG00000115268.8	0.298321526219237	3.63126621845855e-100	6.81080291934086e-96	1	1
0	ENSG00000071082.9	0.390275608723323	5.15074668885992e-98	9.66074048962567e-94	1	0.988
0	ENSG00000127152.16	0.534799145735642	1.34525661826669e-96	2.52316331322101e-92	0.802	0.361
0	ENSG00000152495.9	0.457645117275769	8.3544183206512e-96	1.56695470022134e-91	0.623	0.207
0	ENSG00000131469.11	0.306200089950435	2.12161945279787e-94	3.97930944566769e-90	1	1
0	ENSG00000173762.6	0.498155013946143	2.28149167116498e-94	4.27916577843703e-90	0.905	0.433
0	ENSG00000168685.13	0.504319067187618	4.24455520600489e-94	7.96108774438278e-90	0.917	0.398
0	ENSG00000117602.10	0.516596046431099	6.04400361806895e-94	1.13361331860501e-89	0.774	0.348
0	ENSG00000277734.3	0.571042466871647	2.08022829901029e-92	3.9016761976237e-88	0.988	0.517
0	ENSG00000231500.5	0.360287605099348	4.77263565341121e-92	8.95155543153807e-88	1	1
0	ENSG00000174444.13	0.326854230108947	1.45894735562789e-91	2.73640166021568e-87	1	1
0	ENSG00000175061.16	0.40698795845602	2.33274169696701e-91	4.37529032683133e-87	1	0.959
0	ENSG00000104660.16	0.497682309623031	2.06830714066636e-90	3.87931687303383e-86	0.88	0.542
0	ENSG00000198242.12	0.32518383192278	2.00745196920098e-89	3.76517691343336e-85	1	1
0	ENSG00000154814.12	0.441849629631321	4.56446999808088e-89	8.56111992840049e-85	0.609	0.213
0	ENSG00000160654.8	0.495856459178292	7.83882068718643e-88	1.47024920808869e-83	0.923	0.471
0	ENSG00000105640.11	0.30143431984346	2.16941670148574e-82	4.06895796530665e-78	1	1
0	ENSG00000197958.11	0.279637894893686	6.47189751801934e-82	1.21386909847971e-77	1	1
0	ENSG00000213626.10	0.481388470857252	1.71891455849777e-81	3.22399614591842e-77	0.823	0.44
0	ENSG00000167286.8	0.46100329022916	1.39415045173617e-79	2.61486858727636e-75	0.977	0.506
0	ENSG00000171863.11	0.256482428654705	6.35659492578608e-79	1.19224294428044e-74	1	1
0	ENSG00000114861.17	0.492901783057598	1.02918854232235e-78	1.93034602997981e-74	0.919	0.634
0	ENSG00000168028.12	0.370790591953861	9.57864654068988e-78	1.79657094517179e-73	1	0.999
0	ENSG00000133639.4	0.374941013159193	1.15631559150855e-76	2.16878552343343e-72	1	0.989
0	ENSG00000142541.15	0.284091459063378	4.10530469209012e-76	7.69990948048424e-72	1	1
0	ENSG00000196683.9	0.343089740873096	1.36717394546845e-75	2.56427145212062e-71	1	0.988
0	ENSG00000229117.7	0.267589800566837	1.15200316789666e-74	2.16069714170697e-70	1	1
0	ENSG00000120915.12	0.323892525257005	2.96623633411255e-74	5.5634728682615e-70	0.425	0.111
0	ENSG00000105373.17	0.383123758444093	4.41820455961103e-74	8.28678447200646e-70	0.997	0.917
0	ENSG00000140988.14	0.257195261943696	3.25570313535877e-73	6.10639680067891e-69	1	1
0	ENSG00000104408.8	0.348936475093885	3.07691463077332e-72	5.77106108147844e-68	0.997	0.947
0	ENSG00000034053.13	0.31966178775251	4.5400423762058e-72	8.5153034808116e-68	0.487	0.149
0	ENSG00000115977.17	0.409732646180747	4.20663751625941e-71	7.88996932549616e-67	0.857	0.512
0	ENSG00000227507.2	0.429889590673721	7.99077803402257e-71	1.49875032806127e-66	0.997	0.626
0	ENSG00000211772.7	0.568763739176513	6.01337673054179e-70	1.12786893958042e-65	0.922	0.574
0	ENSG00000247774.5	0.499079870938563	1.50515772086151e-69	2.82307382124785e-65	0.919	0.591
0	ENSG00000148908.13	0.39010098943175	4.64239359680913e-69	8.7072734301752e-65	0.905	0.631
0	ENSG00000233355.5	0.286047311924238	2.19071005659187e-66	4.10889578214371e-62	0.402	0.106
0	ENSG00000129824.14	0.326755996727258	2.67198340292213e-66	5.01157207052075e-62	1	0.979
0	ENSG00000099204.17	0.353521741486529	8.43871508118984e-66	1.58276540062797e-61	0.53	0.201
0	ENSG00000136942.13	0.259857014524859	5.75300163203893e-65	1.07903298610522e-60	1	1
0	ENSG00000134954.13	0.431666399970718	1.10084300261942e-64	2.06474113571299e-60	0.816	0.473
0	ENSG00000154229.10	0.349010490848815	1.67633702357111e-64	3.14413772140997e-60	0.6	0.255
0	ENSG00000166441.11	0.260936135717963	1.07355932951155e-63	2.01356787843187e-59	1	0.999
0	ENSG00000196405.11	0.373297668847222	4.46481813687623e-61	8.37421289752505e-57	0.981	0.716
0	ENSG00000152558.13	0.394942217297368	7.40428775011861e-61	1.38874821041225e-56	0.895	0.651
0	ENSG00000163519.12	0.365754597797671	1.72242503134007e-60	3.23058038878143e-56	0.563	0.228
0	ENSG00000104529.16	0.255262786475071	7.68275255658426e-60	1.44097706951294e-55	1	0.999
0	ENSG00000182866.15	0.366204538225239	1.21310250733093e-58	2.27529506274989e-54	0.922	0.512
0	ENSG00000246223.7	0.285756421227527	1.27455584389221e-58	2.39055694080422e-54	0.381	0.11
0	ENSG00000171223.5	0.390014813545049	1.71635616027672e-57	3.21919761421501e-53	0.996	0.993
0	ENSG00000111678.9	0.382567966408567	2.94901645037571e-57	5.53117525432468e-53	0.933	0.661
0	ENSG00000102245.6	0.300910604394503	3.53844176131643e-57	6.6367013675251e-53	0.491	0.177
0	ENSG00000136732.13	0.384428757727648	5.38102925335908e-57	1.00926584676003e-52	0.818	0.502
0	ENSG00000070081.14	0.391430386780668	9.68706710560842e-57	1.81690630632791e-52	0.695	0.377
0	ENSG00000074966.9	0.311583516522725	1.04066771102469e-56	1.95187635879791e-52	0.53	0.209
0	ENSG00000167106.10	0.322042725504561	1.93022305651696e-56	3.62032636480322e-52	0.532	0.22
0	ENSG00000184557.4	0.450473835313312	2.80557008400104e-56	5.26212724955235e-52	0.675	0.35
0	ENSG00000078596.9	0.422828760821816	4.94100019813716e-56	9.26733997162605e-52	0.645	0.319
0	ENSG00000157978.10	0.333922891987762	8.24671891383449e-55	1.5467545994788e-50	0.554	0.248
0	ENSG00000091409.13	0.277847944957418	2.43595997179631e-54	4.56888652310115e-50	0.38	0.117
0	ENSG00000175130.6	0.419197342382543	7.31061787999926e-53	1.37117948957266e-48	0.818	0.541
0	ENSG00000245164.5	0.338163082922758	6.87361804304889e-51	1.28921580015425e-46	0.576	0.265
0	ENSG00000110848.7	0.383004545660237	2.52027985110782e-50	4.72703688873782e-46	0.854	0.522
0	ENSG00000188404.7	0.37160871157732	1.02325125698563e-49	1.91921005760225e-45	0.882	0.612
0	ENSG00000102760.12	0.359517069448629	2.42153177440467e-49	4.54182499607339e-45	0.653	0.34
0	ENSG00000135426.13	0.296160001635905	8.77921461830442e-49	1.64662949380918e-44	0.512	0.222
0	ENSG00000197457.8	0.28386108339265	1.27114176448898e-48	2.38415349347553e-44	0.491	0.199
0	ENSG00000059804.14	0.474921519531897	4.90644544812788e-48	9.20252908250865e-44	0.82	0.544
0	ENSG00000064886.12	0.272699930680642	8.60358659031341e-48	1.61368870087918e-43	0.311	0.088
0	ENSG00000090554.11	0.331667901332391	1.17211998336083e-47	2.19842824079157e-43	0.531	0.246
0	ENSG00000134352.18	0.324849550813399	1.43225539744263e-47	2.68633822344339e-43	0.546	0.263
0	ENSG00000013725.13	0.274293993471568	3.69850904215485e-47	6.93692355946563e-43	0.605	0.288
0	ENSG00000104964.13	0.310173689862234	2.05698258411804e-46	3.8580765347718e-42	0.996	0.826
0	ENSG00000162894.10	0.305689593174825	1.97227861768332e-45	3.69920577532684e-41	0.673	0.355
0	ENSG00000113263.11	0.275745366014567	2.3748219633231e-45	4.4542160744088e-41	0.513	0.227
0	ENSG00000154153.12	0.254998889947419	7.97505988701012e-45	1.49580223240762e-40	0.393	0.147
0	ENSG00000182463.14	0.301445004858305	1.62562196494831e-44	3.04901655745704e-40	0.341	0.11
0	ENSG00000271869.1	0.335946165751382	3.58840444680956e-44	6.73041138043601e-40	0.421	0.171
0	ENSG00000145247.10	0.29407162350022	1.12925697975456e-43	2.11803439122765e-39	0.648	0.361
0	ENSG00000107742.11	0.298087596955965	2.21760236170044e-43	4.15933498960535e-39	0.695	0.373
0	ENSG00000121966.6	0.464372396442799	1.47794894603979e-42	2.77204104319224e-38	0.733	0.495
0	ENSG00000152270.7	0.279620732384558	7.47804495462252e-42	1.402582111689e-37	0.429	0.179
0	ENSG00000211753.3	0.506616915701348	1.0463189290021e-41	1.96247578323634e-37	0.689	0.398
0	ENSG00000164985.13	0.315985656081094	1.66267240141379e-41	3.11850835609171e-37	0.741	0.472
0	ENSG00000168421.11	0.326756147273005	2.03874186341964e-41	3.82386423902987e-37	0.645	0.367
0	ENSG00000205268.9	0.295036460899278	2.48926238306368e-41	4.66886052567423e-37	0.596	0.334
0	ENSG00000241343.8	0.27047928310508	3.41909603801295e-41	6.41285652889709e-37	0.992	0.935
0	ENSG00000072110.12	0.289478046023491	1.5762579151817e-40	2.95642934571479e-36	0.623	0.341
0	ENSG00000072818.10	0.290858280113837	8.75651200093442e-40	1.64237139089526e-35	0.891	0.605
0	ENSG00000065357.18	0.264925626241318	8.83876099243117e-40	1.65779801174039e-35	0.552	0.282
0	ENSG00000127528.5	0.331656695085603	2.60290135785323e-39	4.88200178678952e-35	0.992	0.97
0	ENSG00000136997.13	0.320533683214892	8.05500155802452e-39	1.51079609222308e-34	0.572	0.305
0	ENSG00000115165.8	0.305665402376335	4.99004597891162e-38	9.35933023804663e-34	0.747	0.529
0	ENSG00000128739.19	0.263152238191927	2.96901103401566e-37	5.56867709539977e-33	0.746	0.476
0	ENSG00000197061.4	0.317600439312231	4.53538407011315e-37	8.50656636190422e-33	0.872	0.656
0	ENSG00000071073.11	0.284127039675097	7.21157401430404e-37	1.35260282212287e-32	0.575	0.319
0	ENSG00000130844.15	0.345224747756045	1.02718645188139e-36	1.92659090914874e-32	0.524	0.269
0	ENSG00000172575.10	0.282490885561234	1.28870363884147e-36	2.41709254501107e-32	0.542	0.283
0	ENSG00000069493.13	0.264713643926173	1.76850574683315e-36	3.31700937876026e-32	0.798	0.493
0	ENSG00000269893.5	0.295234240487359	1.39222274126078e-35	2.61125297350872e-31	0.867	0.638
0	ENSG00000136938.8	0.265002877068715	1.06987772875504e-34	2.00666266805295e-30	0.938	0.848
0	ENSG00000204387.11	0.282661982776914	4.48059034266105e-34	8.40379524669507e-30	0.794	0.566
0	ENSG00000009790.13	0.269567511824261	5.85735369926319e-34	1.0986052598338e-29	0.923	0.774
0	ENSG00000164169.11	0.320268442633877	1.81030365309091e-32	3.39540553173731e-28	0.413	0.201
0	ENSG00000164543.5	0.25045647408283	3.1965338243962e-32	5.99541884103751e-28	0.736	0.456
0	ENSG00000125354.21	0.253121330554004	2.03475141316028e-31	3.81637975052343e-27	0.798	0.567
0	ENSG00000177721.4	0.25148768659704	5.46469613953106e-31	1.02495840793045e-26	0.543	0.305
0	ENSG00000164300.14	0.272569788217964	1.31492753847449e-29	2.46627809116275e-25	0.498	0.279
0	ENSG00000267100.1	0.260247388447844	5.01928062351111e-29	9.41416273745743e-25	0.735	0.494
0	ENSG00000131507.10	0.257215307221177	3.6240730318392e-28	6.7973113785176e-24	0.779	0.593
0	ENSG00000100380.11	0.251604596162948	2.45673146817187e-27	4.60784554170317e-23	0.813	0.658
0	ENSG00000117318.8	0.329658203378827	2.57889856664912e-27	4.83698215160709e-23	0.514	0.295
0	ENSG00000179144.4	0.255204877913563	5.22245804672523e-27	9.79524231243784e-23	0.95	0.802
0	ENSG00000119801.11	0.25849280147457	1.1288896388976e-25	2.11734540671633e-21	0.805	0.628
0	ENSG00000135968.18	0.251391886069384	8.58415679736171e-25	1.61004444891316e-20	0.686	0.49
0	ENSG00000157514.15	0.303770943864494	1.1446932433173e-24	2.14698664716592e-20	0.926	0.834
0	ENSG00000185338.4	0.260295740792375	4.66025077059065e-24	8.74076634531982e-20	0.564	0.356
0	ENSG00000111913.14	0.25082390264169	1.57749954710182e-22	2.95875815054418e-18	0.904	0.799
1	ENSG00000163220.10	4.05042405900429	0	0	0.998	0.234
1	ENSG00000143546.8	3.9340291531291	0	0	0.993	0.116
1	ENSG00000085265.9	2.47422223666652	0	0	0.998	0.115
1	ENSG00000038427.14	2.4707919774593	0	0	0.987	0.058
1	ENSG00000163221.8	2.43869742578774	0	0	0.934	0.022
1	ENSG00000163563.7	2.43009684935528	0	0	0.998	0.11
1	ENSG00000170458.12	2.08483847008548	0	0	0.978	0.047
1	ENSG00000011600.10	1.8158709314879	0	0	0.998	0.213
1	ENSG00000127951.5	1.67760223268347	0	0	0.991	0.163
1	ENSG00000136826.13	1.65356315550876	0	0	0.971	0.171
1	ENSG00000030582.15	1.6341421343114	0	0	0.995	0.198
1	ENSG00000110077.13	1.62796742587132	0	0	0.978	0.067
1	ENSG00000165168.7	1.61537098450051	0	0	0.985	0.129
1	ENSG00000197249.11	1.55570004466977	0	0	0.987	0.071
1	ENSG00000121552.3	1.54372754856192	0	0	0.985	0.069
1	ENSG00000084234.15	1.54238164067803	0	0	0.987	0.278
1	ENSG00000116701.13	1.47755589641462	0	0	0.962	0.08
1	ENSG00000221869.4	1.46621709493976	0	0	0.947	0.111
1	ENSG00000119535.16	1.44492153418012	0	0	0.958	0.073
1	ENSG00000106066.12	1.42642764862278	0	0	0.945	0.082
1	ENSG00000197629.5	1.38789055160404	0	0	0.971	0.107
1	ENSG00000172322.12	1.38536699503823	0	0	0.96	0.079
1	ENSG00000106565.16	1.38063724698649	0	0	0.921	0.049
1	ENSG00000185215.7	1.36725584798959	0	0	0.954	0.096
1	ENSG00000135218.16	1.36298270051798	0	0	0.925	0.059
1	ENSG00000197766.6	1.33169675629378	0	0	0.938	0.102
1	ENSG00000121316.9	1.25618930819244	0	0	0.868	0.055
1	ENSG00000066336.10	1.24420573634007	0	0	0.976	0.122
1	ENSG00000120708.15	1.18855945668725	0	0	0.916	0.084
1	ENSG00000178695.5	1.17616810666243	0	0	0.894	0.108
1	ENSG00000140749.8	1.17414189146025	0	0	0.912	0.089
1	ENSG00000126759.11	1.17060874787401	0	0	0.971	0.162
1	ENSG00000090013.8	1.16251451695787	0	0	0.91	0.143
1	ENSG00000171051.7	1.15510802093947	0	0	0.868	0.04
1	ENSG00000102524.10	1.13747801760904	0	0	0.905	0.107
1	ENSG00000155465.17	1.08891812822196	0	0	0.901	0.065
1	ENSG00000172243.16	1.07713012193146	0	0	0.897	0.078
1	ENSG00000111275.11	1.07700198813553	0	0	0.886	0.085
1	ENSG00000035862.11	1.06104184398123	0	0	0.886	0.064
1	ENSG00000162444.11	0.974021082885783	0	0	0.705	0.024
1	ENSG00000109743.9	0.94222083412955	0	0	0.778	0.032
1	ENSG00000158825.5	0.935312637856657	0	0	0.744	0.028
1	ENSG00000118508.4	0.929830890710009	0	0	0.841	0.067
1	ENSG00000141505.10	0.902770738207032	0	0	0.786	0.043
1	ENSG00000002933.6	0.895236976292938	0	0	0.742	0.03
1	ENSG00000104093.12	0.891787315156419	0	0	0.767	0.049
1	ENSG00000125810.9	0.880264909617393	0	0	0.755	0.04
1	ENSG00000101336.11	0.950714157083397	1.35498377090383e-307	2.54140756070723e-303	0.872	0.083
1	ENSG00000143226.12	0.921283275696189	2.26148214785433e-307	4.24163591651557e-303	0.786	0.058
1	ENSG00000113269.12	1.2215500167641	1.34861219576732e-306	2.52945703438118e-302	0.971	0.194
1	ENSG00000131042.12	0.881298429017808	8.52251672159646e-306	1.59848323630263e-301	0.83	0.064
1	ENSG00000241399.5	0.914788074675853	7.65436728257803e-303	1.43565312752033e-298	0.81	0.073
1	ENSG00000139318.7	1.40797540312849	1.14601139171719e-302	2.14945896630477e-298	0.921	0.146
1	ENSG00000008394.11	0.79476727330587	3.01662608641939e-301	5.6579838876882e-297	0.698	0.03
1	ENSG00000090382.5	3.06369784954638	1.96898745307043e-299	3.6930328669789e-295	0.998	0.426
1	ENSG00000101439.7	1.60776561314195	1.17732532496577e-296	2.2081913795058e-292	1	0.161
1	ENSG00000120594.15	0.769452797964316	1.49284742792175e-296	2.79998463581004e-292	0.736	0.045
1	ENSG00000085514.14	0.823595656659182	6.96474189972873e-296	1.30630699071312e-291	0.819	0.069
1	ENSG00000175538.9	0.711814397109477	9.98634933810218e-296	1.87303968185444e-291	0.701	0.034
1	ENSG00000010327.9	0.726800787988897	1.02646040667428e-295	1.92522913875828e-291	0.7	0.033
1	ENSG00000123384.12	0.788721780150427	1.45521709526893e-294	2.7294051838864e-290	0.738	0.048
1	ENSG00000135363.10	0.919212732609683	9.68719684991016e-294	1.81693064116915e-289	0.853	0.087
1	ENSG00000025708.11	1.60244036929405	9.34430965625896e-293	1.75261871912793e-288	0.995	0.287
1	ENSG00000186350.9	0.896778853934469	2.21357464396714e-292	4.15178060222476e-288	0.864	0.102
1	ENSG00000007237.17	0.822037662430612	5.6470586144734e-292	1.05916231373063e-287	0.729	0.049
1	ENSG00000154146.11	0.892740614980375	1.06591616582602e-291	1.99923236062329e-287	0.734	0.047
1	ENSG00000158869.9	1.42987884123539	1.40767070696584e-289	2.64022717798513e-285	0.998	0.171
1	ENSG00000131981.14	1.26575604216105	1.63514417072602e-289	3.06687640661373e-285	0.965	0.188
1	ENSG00000204103.3	1.14472742864647	3.25971382502604e-289	6.11391925021885e-285	0.813	0.07
1	ENSG00000166927.11	1.03958748301611	1.46643429024573e-285	2.75044415478489e-281	0.799	0.068
1	ENSG00000000938.11	1.19132244224135	1.9928041023693e-285	3.73770337440386e-281	0.967	0.202
1	ENSG00000169403.10	0.743713163647863	4.15390733484419e-284	7.79106859723377e-280	0.679	0.034
1	ENSG00000204482.9	1.34126845959657	6.99713803326276e-284	1.31238320951876e-279	1	0.27
1	ENSG00000175489.9	0.781285482641834	4.13920978253408e-281	7.76350186812092e-277	0.822	0.073
1	ENSG00000126883.15	0.989766842708195	1.93463198471246e-279	3.62859575052669e-275	0.892	0.16
1	ENSG00000197405.6	0.78411518053711	3.63115897030864e-279	6.81060176471089e-275	0.679	0.034
1	ENSG00000214212.7	0.791624878774951	1.81247703861456e-278	3.39948193362547e-274	0.778	0.074
1	ENSG00000168461.11	0.86170082051341	7.56994534347372e-278	1.41981894862193e-273	0.788	0.078
1	ENSG00000163131.9	2.26653097018108	1.2550475305885e-274	2.35396714837178e-270	0.998	0.549
1	ENSG00000018280.15	0.744126515439664	5.89913086455333e-274	1.10644098495562e-269	0.718	0.051
1	ENSG00000138061.10	0.956973159842628	4.32786619109301e-273	8.11734582801405e-269	0.606	0.018
1	ENSG00000186407.6	0.856002028216219	8.9130041220799e-273	1.67172305313731e-268	0.734	0.057
1	ENSG00000166523.6	0.650492004958029	2.09648582046468e-272	3.93216880486355e-268	0.571	0.009
1	ENSG00000164713.8	1.41558999345667	1.0515006239832e-271	1.97219457034289e-267	0.998	0.478
1	ENSG00000161642.16	0.746508567700546	1.63294036032892e-271	3.06274293983292e-267	0.767	0.07
1	ENSG00000106780.8	0.894580452638323	7.31564783876461e-271	1.37212290863869e-266	0.755	0.079
1	ENSG00000163931.14	1.45967044875409	1.20453933101056e-270	2.2592339692434e-266	0.998	0.57
1	ENSG00000090376.7	0.721394830921079	2.22211535186299e-270	4.16779955395423e-266	0.683	0.042
1	ENSG00000239998.4	0.714065575808877	2.25612404240819e-270	4.23158625394079e-266	0.734	0.057
1	ENSG00000142657.19	0.919990657056176	1.41763592618665e-269	2.65891794315568e-265	0.811	0.114
1	ENSG00000103381.10	0.943895035367494	1.00131047879021e-268	1.87805793401893e-264	0.832	0.108
1	ENSG00000233276.3	1.61990498998698	2.63744958255814e-268	4.94680043704605e-264	1	0.54
1	ENSG00000105383.13	0.739169205496896	3.12176057289056e-265	5.85517413051354e-261	0.749	0.068
1	ENSG00000197746.12	1.87659130151415	7.33715360892915e-265	1.37615653089075e-260	0.998	0.454
1	ENSG00000198053.10	0.648815022357509	9.91855359352387e-265	1.86032391200134e-260	0.641	0.032
1	ENSG00000150540.12	0.670681357485519	2.75772878224037e-264	5.17239610397004e-260	0.667	0.039
1	ENSG00000204472.11	1.59765052783014	5.30587464423859e-263	9.95169848273389e-259	0.998	0.383
1	ENSG00000133246.10	0.749068346337369	1.51004249167313e-262	2.83223569738213e-258	0.745	0.071
1	ENSG00000011422.10	0.835903184719978	2.48947804499006e-262	4.66926502118335e-258	0.758	0.074
1	ENSG00000235568.5	0.601993309501495	2.80798350400071e-262	5.26665386010373e-258	0.626	0.028
1	ENSG00000177156.9	1.28923385542379	1.03954609930815e-260	1.94977266386236e-256	0.993	0.546
1	ENSG00000182287.12	1.2712737027662	1.59789038792342e-260	2.99700321158916e-256	0.976	0.325
1	ENSG00000042493.14	1.07618972541563	2.14326635848017e-260	4.01991038196542e-256	0.918	0.196
1	ENSG00000100504.15	0.645131053030033	5.53079540786217e-260	1.03735598669863e-255	0.628	0.03
1	ENSG00000115271.9	1.0173149362322	1.19087973708136e-259	2.2336140348698e-255	0.852	0.157
1	ENSG00000104870.11	1.14333478396696	9.17534496155236e-257	1.72092770098876e-252	0.98	0.3
1	ENSG00000186074.17	0.69043719100475	3.88314054469311e-256	7.28321840562639e-252	0.712	0.057
1	ENSG00000158473.6	0.702764918594141	4.15584365687835e-255	7.79470036284104e-251	0.725	0.063
1	ENSG00000160593.16	1.13667227581936	6.19639937307612e-255	1.16219666641416e-250	0.967	0.305
1	ENSG00000169413.2	0.752700633334494	2.43362420007854e-254	4.56450554966731e-250	0.767	0.079
